"Task Aware Debugger for GDB" version 11.6.1 (202207200623)
(c) 2016-2022 NXP Semiconductors, Inc.
==================================
07:12:59.533 INFO: [TadModel] DSF session ID 0 has started.
07:13:32.715 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (RESUMED, USER_REQUEST)
07:13:32.986 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, SIGNAL)
07:13:33.984 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (RESUMED, USER_REQUEST)
07:13:34.90 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_SUSPENDED (SUSPENDED, BREAKPOINT)
07:14:00.48 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, STEP)
07:14:00.205 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:14:00.991 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:14:01.143 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:14:01.903 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:14:02.51 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:14:09.446 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:14:09.602 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:14:10.292 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:14:10.518 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:14:11.352 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:14:11.680 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:14:12.570 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:14:12.695 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:14:14.710 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:14:14.833 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
