"Task Aware Debugger for GDB" version 11.6.1 (202207200623)
(c) 2016-2022 NXP Semiconductors, Inc.
==================================
07:17:16.111 INFO: [TadModel] DSF session ID 1 has started.
07:17:29.67 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (RESUMED, USER_REQUEST)
07:17:29.343 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, SIGNAL)
07:17:32.647 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (SUSPENDED, SIGNAL)
07:17:32.648 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
07:17:33.808 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:17:34.334 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, USER_REQUEST)
07:17:35.106 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:17:35.625 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, SIGNAL)
07:17:36.139 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:17:36.337 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, SIGNAL)
07:17:45.261 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> DEBUG_RESUMED (RESUMED, STEP)
07:18:03.537 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:18:04.77 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, USER_REQUEST)
07:18:04.564 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:18:05.226 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, SIGNAL)
07:18:05.551 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, USER_REQUEST)
07:18:06.341 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, SIGNAL)
07:18:06.865 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> DEBUG_RESUMED (RESUMED, STEP)
07:18:06.978 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:18:07.899 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, USER_REQUEST)
07:18:08.546 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:18:09.38 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, SIGNAL)
07:18:09.643 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, USER_REQUEST)
07:18:09.662 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:18:09.743 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:18:09.943 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, SIGNAL)
07:18:10.824 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, USER_REQUEST)
07:18:11.406 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, SIGNAL)
07:18:12.166 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:18:12.585 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, USER_REQUEST)
07:18:13.277 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:18:14.10 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, SIGNAL)
07:18:14.892 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:18:15.73 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
07:18:16.229 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:18:16.765 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (SUSPENDED, USER_REQUEST)
07:18:17.339 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:18:19.447 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
07:18:24.477 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:18:27.737 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
07:18:31.450 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
07:18:43.110 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:18:43.194 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:18:45.41 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:18:45.427 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:18:51.950 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:18:52.50 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, USER_REQUEST)
07:18:56.671 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:18:56.779 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:18:58.220 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:18:58.327 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:19:00.65 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:19:00.375 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:19:03.294 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:19:03.415 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, USER_REQUEST)
07:19:24.974 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:19:25.187 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:19:27.14 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:19:27.196 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:19:28.938 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:19:29.133 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:19:32.798 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:19:32.930 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:19:37.747 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:19:37.903 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:19:39.649 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:19:40.69 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
07:19:42.296 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
07:19:42.391 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, USER_REQUEST)
07:19:51.857 INFO: [TadModel] DSF session ID 1 has ended.
